,Position,Cost,Rank,DominationSet,DominatedCount,NormalizedCost,AssociatedRef,DistanceToAssociatedRef
90,"[178.11243962 337.11979752 328.69955529 109.57352299 191.62301836
 267.86055746 158.59210495   4.60307479]","[5815.833460106518, 912874.0652204788, 4453189.1346388655]",2,[],0,"[[0.82060891 0.66898333 4.69963011]
 [1.00910685 0.42285643        inf]
 [0.84038332        inf 0.53387532]]",0,
91,"[231.55611094 275.68172391 122.79355987 161.1436885  208.22480292
 412.26657751 129.3503975    4.41049148]","[2889.5731837718445, 1243233.5637668667, 4316435.867897173]",2,[],0,"[[0.27770988 1.06304703 4.48529028]
 [0.34150121 0.67193943        inf]
 [0.28440192        inf 0.50952643]]",0,
92,"[314.79085313 423.48408397 119.57743024 234.6090292  232.2527036
 247.16260173 117.18437556   5.75414233]","[2724.1207648782547, 945773.1805085271, 5206200.350812357]",2,[],0,"[[0.24701406 0.70822648 5.87986005]
 [0.30375441 0.44766156        inf]
 [0.25296641        inf 0.66794877]]",0,
93,"[408.19548083 178.29259884 193.69487666 479.98150827 128.62640176
 104.69901028 283.23342606   5.99034952]","[5367.922379098878, 457063.4186210093, 6578887.77002048]",2,[],0,"[[0.7375095  0.12527737 8.03133769]
 [0.9069191  0.07918634        inf]
 [0.75528145        inf 0.91235541]]",0,
94,"[364.88315374 357.36991928 231.9473657  450.60121304 122.30647712
 201.51384131 221.65749101   6.03521806]","[5226.286139395788, 645987.7053249138, 6571839.9685241105]",2,[],0,"[[0.71123221 0.35063249 8.02029134]
 [0.87460579 0.22163064        inf]
 [0.72837095        inf 0.91110055]]",0,
95,"[450.7456611  143.57505492 190.26765404 423.93629367 122.93421706
 224.81674441 308.4616174    5.40133064]","[5582.191601632106, 695470.5714370469, 5574275.443011719]",2,[],0,"[[0.77726213 0.40965728 6.45676148]
 [0.95580311 0.25893951        inf]
 [0.79599201        inf 0.73348444]]",0,
96,"[507.58146522 236.38098899 150.70712367 201.62566784 262.82709846
 304.90079065 140.21469181  16.21629947]","[3356.8354861865737, 1122524.145643806, 3818534.421703706]",2,[],0,"[[0.36439945 0.91906085 3.70490589]
 [0.44810381 0.58092747        inf]
 [0.37318047        inf 0.42087521]]",0,
97,"[487.71181283 238.61265126 153.81619395 230.40469622 247.63938142
 142.93380173 200.07808177 -21.51604587]","[4008.7030151991903, 758395.7267496373, 6037252.829210904]",2,[],0,"[[0.48533819 0.48471648 7.18240774]
 [0.59682279 0.30638354        inf]
 [0.49703351        inf 0.81591745]]",0,
98,"[357.15509777 247.85600553 158.93443743 229.52930805 534.38035808
 382.73154959 262.02802197   4.15726339]","[4707.544479059054, 1790565.2361703685, 1965321.3296070874]",2,[],0,"[[0.61499185 1.71592228 0.80027774]
 [0.75625854 1.08461414        inf]
 [0.62981146        inf 0.0909111 ]]",0,
99,"[342.95899266 398.39704754 151.53208926 131.58968306 280.49633588
 369.70442183 155.31749092   9.46597086]","[3521.811509181659, 1289843.7105242051, 3282124.2557148407]",2,[],0,"[[0.39500688 1.11864514 2.86416498]
 [0.48574193 0.70708234        inf]
 [0.40452546        inf 0.32536752]]",0,
